"accession","pref_name","standar_type","chembl_id_ligand","canonical_smiles (Canonical)","Activity_type"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL558775","CCCCCCCCCCCCC(=O)N1CCC(C2CCNCC2)CC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL536732","CCCCCCCCCCCCCCC(=O)N1CCC(CCC2CCN(C)CC2)CC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL541384","CCCCCCCCCCCCCCC(=O)N1CCC(N)CC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL3217083","CCCCCCCCCCCCCCC(=O)N1CCN(N)CC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL536730","CCCCCCCCCCCCCCC(=O)NC1CCNCC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL3215538","CCCCCCCCCCCCCCC(=O)NN1CCNCC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL535605","CCCCCCCCCCCCCCCCC(=O)N1CCC(C2CCN(C)CC2)CC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL535378","CCCCCCCCCCCCCCCCC(=O)N1CCC(C2CCNCC2)CC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL3216412","CCCCCCCCCCCCCCCCCN1CCC(C2CCNCC2)CC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL3216194","CCCCCCCCCCCCCCCN1CCC(C2CCNCC2)CC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL3216190","CCCCCCCCCCCCCCCN1CCC(CCC2CCNCC2)CC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL3216388","CCCCCCCCCCCCCCCN1CCC(N)CC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL536279","CCCCCCCCCCCCCCCN1CCC(NC2CCNCC2)CC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL3216626","CCCCCCCCCCCCCCCNC(=O)C1CCN(CCN)CC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL3215526","CCCCCCCCCCCCCCCNC1CCNCC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL541892","CCCCCCCCCCCCCCCNCC1CCN(CCN)CC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL3216386","CCCCCCCCCCCCCCCNCC1CCNCC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL559378","CCCCCCCCCCCCCCCNN1CCNCC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL194324","CCCCCCCCCCCCCCC[N+]1(C)CCC(C2CCNCC2)CC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL3215755","CCCCCCCCCCCCCN1CCC(C2CCN(C)CC2)CC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL3215747","CCCCCCCCCCCCCN1CCC(C2CCNCC2)CC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL3217075","CCCCCCCCCCCCCNC1CCNCC1","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL197748","CCCCCCCCCCCCNC(=O)C(N)CCCCN","Inactive"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL537414","CCCCCCCCCCCCCCC(=O)N1CCC(C2CCN(C)CC2)CC1","Intermediate"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL536963","CCCCCCCCCCCCCCC(=O)N1CCC(C2CCNCC2)CC1","Intermediate"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL537413","CCCCCCCCCCCCCCC(=O)N1CCC(CCC2CCNCC2)CC1","Intermediate"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL536731","CCCCCCCCCCCCCCCN1CCN(N)CC1","Intermediate"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL537639","CCCCCCCCCCCCCCCNC(=O)C1CCN(CCNC=O)CC1","Intermediate"
"P63096","Guanine nucleotide-binding protein G(i), alpha-1 subunit","EC50","CHEMBL536499","CCCCCCCCCCCCCCCNC(=O)C1CCNCC1","Intermediate"
