chembl_id_ligand,smiles,activity_type
CHEMBL558775,CCCCCCCCCCCCC(=O)N1CCC(C2CCNCC2)CC1,Inactive
CHEMBL536732,CCCCCCCCCCCCCCC(=O)N1CCC(CCC2CCN(C)CC2)CC1,Inactive
CHEMBL541384,CCCCCCCCCCCCCCC(=O)N1CCC(N)CC1,Inactive
CHEMBL3217083,CCCCCCCCCCCCCCC(=O)N1CCN(N)CC1,Inactive
CHEMBL536730,CCCCCCCCCCCCCCC(=O)NC1CCNCC1,Inactive
CHEMBL3215538,CCCCCCCCCCCCCCC(=O)NN1CCNCC1,Inactive
CHEMBL535605,CCCCCCCCCCCCCCCCC(=O)N1CCC(C2CCN(C)CC2)CC1,Inactive
CHEMBL535378,CCCCCCCCCCCCCCCCC(=O)N1CCC(C2CCNCC2)CC1,Inactive
CHEMBL3216412,CCCCCCCCCCCCCCCCCN1CCC(C2CCNCC2)CC1,Inactive
CHEMBL3216194,CCCCCCCCCCCCCCCN1CCC(C2CCNCC2)CC1,Inactive
CHEMBL3216190,CCCCCCCCCCCCCCCN1CCC(CCC2CCNCC2)CC1,Inactive
CHEMBL3216388,CCCCCCCCCCCCCCCN1CCC(N)CC1,Inactive
CHEMBL536279,CCCCCCCCCCCCCCCN1CCC(NC2CCNCC2)CC1,Inactive
CHEMBL3216626,CCCCCCCCCCCCCCCNC(=O)C1CCN(CCN)CC1,Inactive
CHEMBL3215526,CCCCCCCCCCCCCCCNC1CCNCC1,Inactive
CHEMBL541892,CCCCCCCCCCCCCCCNCC1CCN(CCN)CC1,Inactive
CHEMBL3216386,CCCCCCCCCCCCCCCNCC1CCNCC1,Inactive
CHEMBL559378,CCCCCCCCCCCCCCCNN1CCNCC1,Inactive
CHEMBL194324,CCCCCCCCCCCCCCC[N+]1(C)CCC(C2CCNCC2)CC1,Inactive
CHEMBL3215755,CCCCCCCCCCCCCN1CCC(C2CCN(C)CC2)CC1,Inactive
CHEMBL3215747,CCCCCCCCCCCCCN1CCC(C2CCNCC2)CC1,Inactive
CHEMBL3217075,CCCCCCCCCCCCCNC1CCNCC1,Inactive
CHEMBL197748,CCCCCCCCCCCCNC(=O)C(N)CCCCN,Inactive
CHEMBL537414,CCCCCCCCCCCCCCC(=O)N1CCC(C2CCN(C)CC2)CC1,Intermediate
CHEMBL536963,CCCCCCCCCCCCCCC(=O)N1CCC(C2CCNCC2)CC1,Intermediate
CHEMBL537413,CCCCCCCCCCCCCCC(=O)N1CCC(CCC2CCNCC2)CC1,Intermediate
CHEMBL536731,CCCCCCCCCCCCCCCN1CCN(N)CC1,Intermediate
CHEMBL537639,CCCCCCCCCCCCCCCNC(=O)C1CCN(CCNC=O)CC1,Intermediate
CHEMBL536499,CCCCCCCCCCCCCCCNC(=O)C1CCNCC1,Intermediate
