molecule_chembl_id,pchembl_value,relation,type,units,value
CHEMBL575107,,>,IC50,microM,10.0
CHEMBL583199,,=,IC50,microM,600.0
CHEMBL565663,,>,IC50,microM,10.0
CHEMBL573145,,=,IC50,microM,700.0
CHEMBL573425,,>,IC50,microM,100.0
CHEMBL577395,,>,IC50,microM,10.0
CHEMBL575951,,>,IC50,microM,10.0
CHEMBL572923,,>,IC50,microM,10.0
CHEMBL577566,,>,IC50,microM,10.0
CHEMBL568703,,>,IC50,microM,10.0
CHEMBL586055,,>,IC50,microM,10.0
CHEMBL575583,,>,IC50,microM,10.0
CHEMBL574919,,>,IC50,microM,10.0
CHEMBL574918,,>,IC50,microM,10.0
CHEMBL575106,,>,IC50,microM,10.0
CHEMBL574898,,>,IC50,microM,10.0
CHEMBL99779,5.00,=,IC50,microM,10.0
CHEMBL331000,7.75,=,IC50,microM,0.018
CHEMBL575138,7.82,=,IC50,microM,0.015
CHEMBL334084,6.62,=,IC50,microM,0.24
CHEMBL567824,4.89,=,IC50,microM,13.0
CHEMBL574233,5.92,=,IC50,microM,1.2
CHEMBL582893,5.14,=,IC50,microM,7.2
CHEMBL572922,4.52,=,IC50,microM,30.0
CHEMBL575741,,<,INH,%,50.0
CHEMBL573761,,=,INH,%,0.0
CHEMBL102714,,,Activity,,
CHEMBL577082,,,Activity,,
CHEMBL578803,,,Activity,,
CHEMBL567827,,,Activity,,
CHEMBL576672,,,Activity,,
CHEMBL574805,,,Activity,,
CHEMBL583983,,,Activity,,
CHEMBL571033,,,Activity,,
CHEMBL571028,,,Activity,,
CHEMBL584500,,,Activity,,
CHEMBL570582,,,Activity,,
CHEMBL568948,,,Activity,,
CHEMBL570112,,,Activity,,
CHEMBL577331,,,Activity,,
CHEMBL574806,,,Activity,,
CHEMBL583984,,,Activity,,
CHEMBL576080,,,Activity,,
CHEMBL568714,,,Activity,,
CHEMBL568711,,,Activity,,
CHEMBL571027,,,Activity,,
CHEMBL567613,,,Activity,,
CHEMBL567612,,,Activity,,
CHEMBL570581,,,Activity,,
CHEMBL570580,,,Activity,,
CHEMBL571486,,,Activity,,
CHEMBL571486,6.59,=,Ki,nM,259.0
CHEMBL102714,7.32,=,IC50,microM,0.048
CHEMBL570580,7.04,=,IC50,microM,0.092
CHEMBL571486,6.57,=,IC50,microM,0.27
CHEMBL578803,6.31,=,IC50,microM,0.486
CHEMBL569998,6.70,=,IC50,uM,0.2
CHEMBL569986,,>,IC50,uM,10.0
CHEMBL570667,,>,IC50,uM,100.0
CHEMBL570666,,>,IC50,uM,50.0
CHEMBL569046,6.51,=,IC50,uM,0.31
CHEMBL571525,4.19,=,IC50,uM,65.0
CHEMBL565807,,<,INH,%,5.0
CHEMBL576620,,=,INH,%,44.0
CHEMBL565612,6.06,=,IC50,nM,870.0
CHEMBL220227,,=,Activity,%,75.0
CHEMBL375428,,=,Activity,%,85.0
CHEMBL569114,,=,Activity,%,81.0
CHEMBL572006,,=,Activity,%,101.0
CHEMBL578601,,,Activity,,
CHEMBL568922,,,Activity,,
CHEMBL576887,,,Activity,,
CHEMBL576989,,,Activity,,
CHEMBL578621,,=,INH,%,34.0
CHEMBL576502,,=,INH,%,100.0
CHEMBL576502,,=,INH,%,94.0
CHEMBL578621,,=,INH,%,94.0
CHEMBL604483,,=,Residual activity,%,93.0
CHEMBL604483,,=,Residual activity,%,98.0
CHEMBL595143,,=,Residual activity,%,96.0
CHEMBL595496,,>,IC50,uM,100.0
CHEMBL595727,,>,IC50,uM,100.0
CHEMBL596411,,>,IC50,uM,100.0
CHEMBL596399,,>,IC50,uM,100.0
CHEMBL596364,4.12,=,IC50,uM,75.0
CHEMBL592930,,>,IC50,uM,100.0
CHEMBL595748,,>,IC50,uM,100.0
CHEMBL342402,5.60,=,IC50,uM,2.5
CHEMBL611356,,>,IC50,uM,100.0
CHEMBL608419,,>,IC50,uM,100.0
CHEMBL274467,,>,IC50,uM,100.0
CHEMBL510714,,>,IC50,uM,100.0
CHEMBL596225,,>,IC50,uM,100.0
CHEMBL594822,,>,IC50,uM,100.0
CHEMBL595061,4.60,=,IC50,uM,25.0
CHEMBL328441,,>,IC50,uM,100.0
CHEMBL595062,,>,IC50,uM,100.0
CHEMBL343821,4.60,=,IC50,uM,25.0
CHEMBL143273,5.70,=,IC50,uM,2.0
CHEMBL341572,6.00,=,IC50,uM,1.0
CHEMBL335357,5.52,=,IC50,uM,3.0
CHEMBL359135,4.30,=,IC50,uM,50.0
CHEMBL141190,5.82,=,IC50,uM,1.5
CHEMBL142415,,>,IC50,uM,100.0
CHEMBL143743,5.30,=,IC50,uM,5.0
CHEMBL142327,4.12,=,IC50,uM,75.0
CHEMBL423377,,>,IC50,uM,100.0
CHEMBL611357,5.30,=,IC50,uM,5.0
CHEMBL140045,5.00,=,IC50,uM,10.0
CHEMBL142764,5.00,=,IC50,uM,10.0
CHEMBL357136,6.30,=,IC50,uM,0.5
CHEMBL142711,6.00,=,IC50,uM,1.0
CHEMBL143525,4.30,=,IC50,uM,50.0
CHEMBL341655,5.10,=,IC50,uM,8.0
CHEMBL356459,5.30,=,IC50,uM,5.0
CHEMBL344719,,>,IC50,uM,100.0
CHEMBL596446,,>,IC50,uM,100.0
CHEMBL594556,,>,IC50,uM,100.0
CHEMBL596352,6.00,=,IC50,uM,1.0
CHEMBL593628,6.00,=,IC50,uM,1.0
CHEMBL593629,6.00,=,IC50,uM,1.0
CHEMBL596006,6.00,=,IC50,uM,1.0
CHEMBL595728,,>,IC50,uM,100.0
CHEMBL595729,,>,IC50,uM,100.0
CHEMBL595143,,=,Residual activity,%,84.0
CHEMBL143273,,,INH,,
CHEMBL141190,,,INH,,
CHEMBL143273,,,INH,,
CHEMBL141190,,,INH,,
CHEMBL143273,,,Activity,,
CHEMBL142711,,,Activity,,
CHEMBL595143,,=,Residual activity,%,123.0
CHEMBL595373,,=,Residual activity,%,98.0
CHEMBL595373,,=,Residual activity,%,91.0
CHEMBL595373,,=,Residual activity,%,104.0
CHEMBL595545,,=,Activity,%,100.0
CHEMBL595546,,=,Activity,%,94.0
CHEMBL609010,,=,Activity,%,74.0
CHEMBL595546,,=,Selectivity ratio,,7.0
CHEMBL607535,,=,INH,%,16.0
CHEMBL607196,,=,INH,%,5.0
CHEMBL604483,,=,Residual activity,%,86.0
CHEMBL596583,6.68,=,IC50,uM,0.21
CHEMBL593374,6.66,=,IC50,uM,0.22
CHEMBL593375,6.33,=,IC50,uM,0.47
CHEMBL595944,6.25,=,IC50,uM,0.56
CHEMBL595459,6.17,=,IC50,uM,0.68
CHEMBL606467,,>,IC50,uM,10.0
CHEMBL594523,6.55,=,IC50,uM,0.28
CHEMBL594755,6.55,=,IC50,uM,0.28
CHEMBL593573,,>,IC50,uM,10.0
CHEMBL593813,6.52,=,IC50,uM,0.3
CHEMBL605410,,>,IC50,uM,30.0
CHEMBL594072,,>,IC50,uM,30.0
CHEMBL590109,5.89,=,IC50,uM,1.3
CHEMBL593490,6.30,=,IC50,uM,0.5
CHEMBL596072,6.58,=,IC50,uM,0.26
CHEMBL596073,5.41,=,IC50,uM,3.86
CHEMBL596290,6.80,=,IC50,uM,0.16
CHEMBL603197,6.17,=,IC50,uM,0.67
CHEMBL594933,7.19,=,IC50,uM,0.064
CHEMBL610226,,=,INH,%,-3.0
CHEMBL599171,,=,INH,%,0.0
CHEMBL590335,,=,INH,%,49.0
CHEMBL602931,,=,INH,%,51.0
CHEMBL591924,,<,INH,%,50.0
CHEMBL599224,7.55,=,IC50,uM,0.028
CHEMBL599428,7.32,=,IC50,uM,0.048
CHEMBL597754,6.45,=,IC50,uM,0.358
CHEMBL263664,,=,INH,%,3.0
CHEMBL597211,,=,INH,%,2.0
CHEMBL598194,,=,INH,%,15.0
CHEMBL604712,5.44,=,IC50,uM,3.63
CHEMBL1230607,7.10,=,IC50,uM,0.079
CHEMBL604087,,>,INH,%,50.0
CHEMBL600852,,>,INH,%,50.0
CHEMBL1080583,5.39,=,IC50,nM,4100.0
CHEMBL1084134,5.93,=,IC50,uM,1.18
CHEMBL1082235,6.45,=,IC50,uM,0.354
CHEMBL1082236,7.57,=,IC50,uM,0.027
CHEMBL1082237,7.36,=,IC50,uM,0.044
CHEMBL1088618,7.26,=,IC50,uM,0.055
CHEMBL1086638,7.12,=,IC50,uM,0.076
CHEMBL1086639,7.03,=,IC50,uM,0.094
CHEMBL1086640,6.71,=,IC50,uM,0.195
CHEMBL1086780,6.70,=,IC50,uM,0.198
CHEMBL1086781,6.58,=,IC50,uM,0.26
CHEMBL1086782,6.18,=,IC50,uM,0.661
CHEMBL1083208,6.03,=,IC50,uM,0.935
CHEMBL1083209,5.96,=,IC50,uM,1.088
CHEMBL1085927,5.93,=,IC50,uM,1.184
CHEMBL1086174,5.89,=,IC50,uM,1.281
CHEMBL1086175,5.87,=,IC50,uM,1.353
CHEMBL1086176,5.61,=,IC50,uM,2.459
CHEMBL1095038,5.54,=,IC50,uM,2.894
CHEMBL1095039,5.42,=,IC50,uM,3.808
CHEMBL1095040,8.15,=,IC50,nM,7.0
CHEMBL1095041,8.10,=,IC50,nM,8.0
CHEMBL1095366,8.00,=,IC50,nM,10.0
CHEMBL1077218,7.96,=,IC50,nM,11.0
CHEMBL1077213,7.92,=,IC50,nM,12.0
CHEMBL1097694,7.85,=,IC50,nM,14.0
CHEMBL1091081,7.75,=,IC50,nM,18.0
CHEMBL1091082,7.66,=,IC50,nM,22.0
CHEMBL1091083,7.64,=,IC50,nM,23.0
CHEMBL1077233,7.30,=,IC50,nM,50.0
CHEMBL1089722,7.26,=,IC50,nM,55.0
CHEMBL1089723,7.85,=,IC50,nM,14.0
CHEMBL1092802,6.83,=,IC50,nM,149.0
CHEMBL1093079,7.31,=,IC50,nM,49.0
CHEMBL1077243,7.01,=,IC50,nM,98.0
CHEMBL1093390,7.25,=,IC50,nM,56.0
CHEMBL1077244,,>,IC50,nM,10000.0
CHEMBL1093745,7.26,=,IC50,nM,55.0
CHEMBL1093746,5.76,=,IC50,nM,1720.0
CHEMBL1093747,8.30,=,IC50,nM,5.0
CHEMBL1077260,5.38,=,IC50,uM,4.14
CHEMBL1084681,5.30,=,IC50,uM,5.008
CHEMBL1084682,5.27,=,IC50,uM,5.413
CHEMBL1084683,5.26,=,IC50,uM,5.498
CHEMBL1077258,5.14,=,IC50,uM,7.165
CHEMBL1084684,5.07,=,IC50,uM,8.525
CHEMBL1077282,4.98,=,IC50,uM,10.546
CHEMBL1085918,4.96,=,IC50,uM,10.892
CHEMBL1085919,4.91,=,IC50,uM,12.247
CHEMBL1085920,4.78,=,IC50,uM,16.784
CHEMBL1084692,4.77,=,IC50,uM,17.103
CHEMBL1084693,4.69,=,IC50,uM,20.532
CHEMBL1083528,4.60,=,IC50,uM,25.038
CHEMBL1083837,,>,IC50,uM,100.0
CHEMBL1086425,,>,IC50,uM,100.0
CHEMBL1077270,,>,IC50,uM,100.0
CHEMBL1086426,,>,IC50,uM,100.0
CHEMBL1086427,8.22,=,IC50,nM,6.0
CHEMBL1097003,7.92,=,IC50,nM,12.0
CHEMBL1082876,,=,INH,%,14.0
CHEMBL1080376,6.70,=,Ki,nM,200.0
CHEMBL1080377,6.60,=,Ki,nM,250.0
CHEMBL1081063,6.07,=,Ki,nM,850.0
CHEMBL1081429,7.36,=,Ki,nM,44.0
CHEMBL1081430,7.00,=,Ki,nM,99.0
CHEMBL1081431,6.92,=,Ki,nM,120.0
CHEMBL1081432,7.64,=,Ki,nM,23.0
CHEMBL1081277,,>,Ki,nM,4000.0
CHEMBL1081278,7.46,=,Ki,nM,35.0
CHEMBL1076682,7.70,=,Ki,nM,20.0
CHEMBL1081454,6.19,=,Ki,nM,640.0
CHEMBL1081630,7.70,=,Ki,nM,20.0
CHEMBL1081631,7.52,=,Ki,nM,30.0
CHEMBL1081632,7.75,=,Ki,nM,18.0
CHEMBL1081633,8.70,=,Ki,nM,2.0
CHEMBL1082156,,<,Ki,nM,2.0
CHEMBL1082157,8.05,=,Ki,nM,9.0
CHEMBL1079966,8.70,=,Ki,nM,2.0
CHEMBL1079967,7.41,=,Ki,nM,39.0
CHEMBL1079968,8.10,=,Ki,nM,8.0
CHEMBL1076695,8.05,=,Ki,nM,9.0
CHEMBL1081833,8.30,=,Ki,nM,5.0
CHEMBL1082009,8.40,=,Ki,nM,4.0
CHEMBL1082010,8.10,=,Ki,nM,8.0
CHEMBL1082011,7.52,=,Ki,nM,30.0
CHEMBL1082176,7.64,=,Ki,nM,23.0
CHEMBL1082188,8.19,=,Ki,nM,6.5
CHEMBL1080847,8.05,=,Ki,nM,9.0
CHEMBL1080848,7.23,=,Ki,nM,59.0
CHEMBL1076701,8.72,=,Ki,nM,1.9
CHEMBL1080849,8.70,=,Ki,nM,2.0
CHEMBL1080902,9.10,=,Ki,nM,0.8
CHEMBL1081068,,<,Ki,nM,2.0
CHEMBL1076721,8.70,=,Ki,nM,2.0
CHEMBL1081069,7.85,=,Ki,nM,14.0
CHEMBL1081070,6.96,=,Ki,nM,110.0
CHEMBL1081071,7.80,=,Ki,nM,16.0
CHEMBL1088725,8.10,=,Ki,nM,8.0
CHEMBL1088726,,<,Ki,nM,3.5
CHEMBL1088011,9.40,=,Ki,nM,0.4
CHEMBL1088012,,<,Ki,nM,2.0
CHEMBL1088145,9.40,=,Ki,nM,0.4
CHEMBL1087244,,<,Ki,nM,2.0
CHEMBL1087245,,<,Ki,nM,3.5
CHEMBL1087246,,<,Ki,nM,3.5
CHEMBL1086601,7.06,=,Ki,nM,87.0
CHEMBL1086602,8.70,=,Ki,nM,2.0
CHEMBL1086735,8.52,=,Ki,nM,3.0
CHEMBL1086736,8.35,=,Ki,nM,4.5
CHEMBL1088021,8.52,=,Ki,nM,3.0
CHEMBL1088154,6.57,=,Ki,nM,270.0
CHEMBL1076755,8.43,=,Ki,nM,3.7
CHEMBL1081102,8.08,=,Ki,nM,8.3
CHEMBL1081103,7.64,=,Ki,nM,23.0
CHEMBL1076552,7.80,=,Ki,nM,16.0
CHEMBL1081446,8.11,=,Ki,nM,7.7
CHEMBL1081447,7.30,=,Ki,nM,50.0
CHEMBL388978,7.66,=,Ki,nM,22.0
CHEMBL322970,7.62,=,Ki,nM,24.0
CHEMBL409450,,=,Activity,%,7.0
CHEMBL1082552,,=,Activity,%,18.0
CHEMBL1082552,,=,Activity,%,64.0
CHEMBL409450,,=,Activity,%,66.0
CHEMBL1082552,,=,Activity,%,88.0
CHEMBL1077005,,=,Activity,%,89.0
CHEMBL1076931,,=,Activity,%,93.0
CHEMBL1089048,,=,Activity,%,94.0
CHEMBL1077005,,=,Activity,%,95.0
CHEMBL1076931,,=,Activity,%,96.0
CHEMBL1082553,,=,Activity,%,96.0
CHEMBL1080920,,=,INH,%,11.0
CHEMBL1080921,,=,INH,%,8.0
CHEMBL1088576,,=,INH,%,11.0
CHEMBL1087759,,=,INH,%,6.0
CHEMBL1087760,,=,INH,%,11.0
CHEMBL1080920,,=,INH,%,89.0
CHEMBL1080921,,=,INH,%,89.0
CHEMBL1088576,,=,INH,%,89.0
CHEMBL1087759,,=,INH,%,89.0
CHEMBL1087760,,=,INH,%,89.0
CHEMBL1082553,,=,Activity,%,101.0
CHEMBL1089048,,=,Activity,%,105.0
CHEMBL1076931,,,Activity,,
CHEMBL1082553,,,Activity,,
CHEMBL1089048,,,Activity,,
CHEMBL409450,,,Activity,,
CHEMBL1077005,,,Activity,,
CHEMBL1082552,,=,INH,%,81.0
CHEMBL1082152,10.28,=,Kd,uM,0.000053
CHEMBL1080932,5.09,=,IC50,nM,8200.0
CHEMBL1081261,5.51,=,IC50,nM,3100.0
CHEMBL1081260,5.55,=,IC50,nM,2800.0
CHEMBL1086734,6.46,=,IC50,nM,350.0
CHEMBL1086733,5.70,=,IC50,nM,2000.0
CHEMBL1082153,9.40,=,IC50,nM,0.4
CHEMBL1082152,9.22,=,IC50,nM,0.6
CHEMBL1082151,9.00,=,IC50,nM,1.0
CHEMBL1081973,8.74,=,IC50,nM,1.8
CHEMBL1081972,8.09,=,IC50,nM,8.2
CHEMBL1081294,8.49,=,IC50,nM,3.2
CHEMBL1081293,5.89,=,IC50,nM,1300.0
CHEMBL1081128,7.46,=,IC50,nM,35.0
CHEMBL1081617,8.19,=,IC50,nM,6.4
CHEMBL1081616,7.51,=,IC50,nM,31.0
CHEMBL1080933,6.66,=,IC50,nM,220.0
CHEMBL293542,7.05,=,IC50,nM,90.0
CHEMBL1086732,6.14,=,IC50,nM,730.0
CHEMBL1087380,7.38,=,IC50,nM,42.0
CHEMBL53745,7.66,=,IC50,nM,22.0
CHEMBL1087243,7.66,=,IC50,nM,22.0
CHEMBL1087242,8.18,=,IC50,nM,6.6
CHEMBL1088149,8.62,=,IC50,nM,2.4
CHEMBL54547,8.74,=,IC50,nM,1.8
CHEMBL431933,8.44,=,IC50,nM,3.6
CHEMBL430574,7.00,=,IC50,nM,100.0
CHEMBL1087499,8.15,=,IC50,nM,7.0
CHEMBL26501,7.70,=,IC50,nM,20.0
CHEMBL1088724,8.00,=,IC50,nM,10.0
CHEMBL1080901,9.25,=,IC50,nM,0.56
CHEMBL322970,7.11,=,IC50,nM,77.0
CHEMBL1080868,5.83,=,Ki,nM,1490.0
CHEMBL1076619,6.34,=,Ki,nM,460.0
CHEMBL1080374,,>,Ki,nM,3700.0
CHEMBL1080544,6.14,=,Ki,nM,720.0
CHEMBL1080375,6.19,=,Ki,nM,650.0
CHEMBL1081198,4.30,=,IC50,uM,50.0
CHEMBL1077739,,=,INH,%,4.0
CHEMBL284861,,=,IZ,mm,8.0
CHEMBL284861,,=,IZ,mm,9.0
CHEMBL284861,,=,IZ,mm,9.0
CHEMBL1081889,,=,IZ,mm,10.0
CHEMBL284861,,=,IZ,mm,10.0
CHEMBL284861,,=,IZ,mm,10.0
CHEMBL284861,,=,IZ,mm,11.0
CHEMBL1078564,,=,IZ,mm,12.0
CHEMBL388978,,=,IZ,mm,13.0
CHEMBL1078564,,=,IZ,mm,15.0
CHEMBL1078564,,=,IZ,mm,16.0
CHEMBL1078564,,=,IZ,mm,22.0
CHEMBL123292,,=,IZ,mm,25.0
CHEMBL1078564,,=,IZ,mm,25.0
CHEMBL1081889,,=,IZ,mm,28.0
CHEMBL1081889,,=,IZ,mm,30.0
CHEMBL123292,,=,IZ,mm,30.0
CHEMBL123292,,=,IZ,mm,33.0
CHEMBL1078564,,=,IZ,mm,33.0
CHEMBL1081889,,=,IZ,mm,34.0
CHEMBL123292,,=,IZ,mm,36.0
CHEMBL1081889,,=,IZ,mm,38.0
CHEMBL123292,,=,IZ,mm,42.0
CHEMBL123292,,=,IZ,mm,48.0
CHEMBL123292,,=,IZ,mm,51.0
CHEMBL123292,,=,IZ,mm,55.0
CHEMBL1081889,,,IZ,,
CHEMBL1081889,,,IZ,,
CHEMBL1081889,,,IZ,,
CHEMBL1078564,,,IZ,,
CHEMBL1078564,,,IZ,,
CHEMBL284861,,,IZ,,
CHEMBL284861,,,IZ,,
CHEMBL388978,,,IZ,,
CHEMBL1077375,,=,INH,%,4.0
CHEMBL1078717,5.14,=,Ki,uM,7.3
CHEMBL365286,6.16,=,Ki,uM,0.7
CHEMBL1079208,5.82,=,Ki,uM,1.5
CHEMBL1079293,,>,Ki,uM,3.3
CHEMBL1079294,6.42,=,Ki,uM,0.38
CHEMBL1079295,6.68,=,Ki,uM,0.21
CHEMBL1078929,6.62,=,Ki,uM,0.24
CHEMBL1078930,6.54,=,Ki,uM,0.29
CHEMBL1078820,6.16,=,Ki,uM,0.69
CHEMBL1079040,6.41,=,Ki,uM,0.39
CHEMBL1078426,6.21,=,Ki,uM,0.62
CHEMBL1078427,,>,Ki,uM,3.3
CHEMBL1078537,,>,Ki,uM,2.5
CHEMBL1078538,6.00,=,Ki,uM,1.0
CHEMBL1078539,,>,Ki,uM,5.0
CHEMBL1078155,,>,Ki,uM,5.0
CHEMBL1078245,,>,Ki,uM,5.0
CHEMBL1079032,5.96,=,Ki,uM,1.1
CHEMBL1080071,5.68,=,Ki,uM,2.1
CHEMBL1080072,6.34,=,Ki,uM,0.46
CHEMBL1080073,,>,Ki,uM,3.3
CHEMBL1080245,,>,Ki,uM,3.3
CHEMBL1079135,5.50,=,Ki,uM,3.2
CHEMBL1080970,,>,Ki,uM,3.3
CHEMBL1079243,,>,Ki,uM,3.3
CHEMBL1077670,6.16,=,Ki,uM,0.69
CHEMBL1082061,,>,Ki,uM,3.3
CHEMBL1081678,,<,INH,%,50.0
CHEMBL1078665,,<,INH,%,50.0
CHEMBL1087421,,<,pIC50,,5.0
CHEMBL1088633,,<,pIC50,,5.0
CHEMBL1090360,,>,IC50,uM,1.0
CHEMBL1092754,8.23,=,IC50,nM,5.9
CHEMBL1092134,,=,INH,uM,65.0
CHEMBL1092133,,=,INH,uM,29.0
CHEMBL1092132,,=,INH,uM,25.0
CHEMBL1092780,,=,INH,uM,12.0
CHEMBL1092779,,=,INH,uM,0.05
CHEMBL1094012,,=,INH,uM,0.055
CHEMBL1094011,,=,INH,uM,0.125
CHEMBL1094010,,=,INH,uM,0.21
CHEMBL1093702,,=,INH,uM,0.13
CHEMBL1093701,,=,INH,uM,0.1
CHEMBL1090376,,=,INH,uM,0.12
CHEMBL1092518,,=,INH,uM,0.74
CHEMBL1092517,,=,INH,uM,0.1
CHEMBL1092516,,=,INH,uM,2.0
CHEMBL1092493,,=,INH,uM,0.21
CHEMBL1092492,,=,INH,uM,0.8
CHEMBL1091067,,=,INH,uM,0.47
CHEMBL1090724,,=,INH,uM,0.051
CHEMBL1090723,,=,INH,uM,0.025
CHEMBL1090722,,=,INH,uM,0.99
CHEMBL1091789,,=,INH,uM,0.27
CHEMBL1091788,,=,INH,uM,0.005
CHEMBL1085918,,=,INH,uM,11.0
CHEMBL1095038,,=,INH,uM,2.9
CHEMBL1086174,,=,INH,uM,1.28
CHEMBL1083208,,=,INH,uM,0.93
CHEMBL1082237,,=,INH,uM,0.036
CHEMBL1089722,,=,INH,uM,0.055
CHEMBL1091083,,=,INH,uM,0.022
CHEMBL1091081,,=,INH,uM,0.017
CHEMBL1091082,,=,INH,uM,0.016
CHEMBL1097694,,=,INH,uM,0.012
CHEMBL1077218,,=,INH,uM,0.011
CHEMBL1095366,,=,INH,uM,0.008
CHEMBL1095041,,=,INH,uM,0.007
CHEMBL1095040,,=,INH,uM,0.006
CHEMBL1093747,,=,INH,uM,0.005
CHEMBL1089605,,=,INH,uM,0.44
CHEMBL1084134,,=,INH,uM,0.94
CHEMBL1093747,7.16,=,IC50,uM,0.07
CHEMBL1095040,7.10,=,IC50,uM,0.08
CHEMBL1095366,7.10,=,IC50,uM,0.08
CHEMBL1077218,7.52,=,IC50,uM,0.03
CHEMBL1091082,6.89,=,IC50,uM,0.13
CHEMBL1082237,4.66,=,IC50,uM,22.0
CHEMBL1086174,6.41,=,IC50,uM,0.39
CHEMBL1095038,5.57,=,IC50,uM,2.7
CHEMBL1085918,5.23,=,IC50,uM,5.9
CHEMBL1092134,6.57,=,IC50,nM,270.0
CHEMBL579387,,=,INH,%,9.0
CHEMBL1091786,,,INH,,
CHEMBL1091787,,=,INH,%,7.0
CHEMBL565286,,=,INH,%,3.0
CHEMBL1091764,,=,INH,%,0.0
CHEMBL1091766,,,INH,,
CHEMBL1089524,,=,Activity,%,89.0
CHEMBL1088901,,=,Activity,%,96.0
CHEMBL494089,6.86,=,IC50,nM,138.0
CHEMBL1095624,5.40,=,IC50,nM,4000.0
CHEMBL1098241,5.99,=,IC50,nM,1020.0
CHEMBL1097974,4.88,=,IC50,nM,13200.0
CHEMBL1098316,6.52,=,IC50,nM,303.0
CHEMBL1099290,6.43,=,IC50,nM,375.0
CHEMBL1096291,5.94,=,IC50,nM,1140.0
CHEMBL1096290,5.57,=,IC50,nM,2700.0
CHEMBL1096636,4.52,=,IC50,nM,30000.0
CHEMBL1096292,4.52,=,IC50,nM,30000.0
CHEMBL1098943,5.58,=,IC50,nM,2600.0
CHEMBL1098944,6.40,=,IC50,nM,400.0
CHEMBL1099281,5.92,=,IC50,nM,1210.0
CHEMBL1096634,5.96,=,IC50,nM,1110.0
CHEMBL1096626,5.98,=,IC50,nM,1040.0
CHEMBL1098938,7.10,=,IC50,nM,80.0
CHEMBL1098939,6.51,=,IC50,nM,310.0
CHEMBL1099276,7.40,=,IC50,nM,40.0
CHEMBL1099296,6.72,=,IC50,nM,190.0
CHEMBL1099297,7.39,=,IC50,nM,41.0
CHEMBL1099298,5.80,=,IC50,nM,1570.0
CHEMBL576349,,,INH,,
CHEMBL444673,,,INH,,
CHEMBL1088391,,,INH,,
CHEMBL1088392,,,INH,,
CHEMBL1088529,,,INH,,
CHEMBL1086669,,,INH,,
CHEMBL1086670,,,INH,,
CHEMBL1086795,,,INH,,
CHEMBL1086796,,,INH,,
CHEMBL383871,,,INH,,
CHEMBL1086939,,<,INH,%,20.0
CHEMBL535,,,INH,,
CHEMBL1094408,,>,IC50,uM,10.0
CHEMBL1094718,,<,INH,%,40.0
CHEMBL482967,,>,Ki,uM,10.0
CHEMBL1084106,,=,INH,%,103.0
CHEMBL1082829,,,INH,,
CHEMBL1084337,,,INH,,
CHEMBL178737,8.89,=,IC50,nM,1.3
CHEMBL1084450,,=,INH,%,4.0
CHEMBL1164847,,<,INH,%,50.0
CHEMBL1164177,6.27,=,IC50,uM,0.54
CHEMBL1164262,5.90,=,IC50,uM,1.26
CHEMBL1164264,5.64,=,IC50,uM,2.29
CHEMBL1164353,5.17,=,IC50,uM,6.76
CHEMBL1164453,,,IC50,,
CHEMBL1165507,,,IC50,,
CHEMBL1164457,,,IC50,,
CHEMBL1165499,,<,INH,%,50.0
CHEMBL1164180,,<,INH,%,50.0
CHEMBL1164181,,<,INH,%,50.0
CHEMBL1164265,,<,INH,%,50.0
CHEMBL1163510,,<,INH,%,50.0
CHEMBL1163518,,<,INH,%,50.0
CHEMBL1163567,,<,INH,%,50.0
CHEMBL1163559,,<,INH,%,50.0
CHEMBL1163566,,<,INH,%,50.0
CHEMBL1163565,,<,INH,%,50.0
CHEMBL1164526,7.00,=,IC50,uM,0.1
CHEMBL1164526,,=,Activity,%,6.0
CHEMBL1164526,,=,Activity,%,27.0
CHEMBL1170191,,,INH,,
CHEMBL1172521,,,INH,,
CHEMBL1169631,,,INH,,
CHEMBL1170750,,=,INH,%,22.0
CHEMBL1172464,,=,INH,%,54.0
CHEMBL1170317,,=,INH,%,80.0
CHEMBL1171532,,=,INH,%,31.0
CHEMBL1171533,,=,INH,%,53.0
CHEMBL1171534,,=,INH,%,58.0
CHEMBL1171699,,=,INH,%,57.0
CHEMBL1170126,,=,INH,%,87.0
CHEMBL1170747,,=,INH,%,17.0
CHEMBL1170748,,=,INH,%,57.0
CHEMBL1170749,,=,INH,%,44.0
CHEMBL1170317,5.51,=,IC50,uM,3.1
CHEMBL1170126,5.23,=,IC50,uM,5.9
CHEMBL104264,,=,INH,%,11.0
CHEMBL1171523,,=,INH,%,99.0
CHEMBL1170139,,=,INH,%,90.0
CHEMBL388978,,=,Activity,%,99.9
CHEMBL1210871,,=,Activity,%,103.0
CHEMBL1210812,,=,Activity,%,100.0
CHEMBL1210811,,=,Activity,%,101.0
CHEMBL1210810,,=,Activity,%,102.0
CHEMBL1210809,,=,Activity,%,101.0
CHEMBL1210808,,=,Activity,%,102.0
CHEMBL1210727,,=,Activity,%,100.0
CHEMBL1210726,,=,Activity,%,98.0
CHEMBL1210725,,=,Activity,%,101.0
CHEMBL1210724,,=,Activity,%,101.0
CHEMBL1210723,,=,Activity,%,100.0
CHEMBL1210666,,=,Activity,%,104.0
CHEMBL1210665,,=,Activity,%,101.0
CHEMBL1210664,,=,Activity,%,74.0
